,name,year,place,style,genre,painting_url
0,Still Life with Beer Mug and Fruit,1881,Netherlands,"
Realism
","
still life
",https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-with-beer-mug-and-fruit-1881.jpg
1,Still Life with Cabbage and Clogs,1881,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
still life
",https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-cabbage-and-clogs-1881.jpg
2,Windmils at Dordrecht,1881,Netherlands,"
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/windmils-at-dordrecht-1881.jpg
3,Beach at Scheveningen in Calm Weather,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/beach-at-scheveningen-in-calm-weather-1882(1).jpg
4,Cluster of Old Houses with the New Church in The Hague,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
cityscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/cluster-of-old-houses-with-the-new-church-in-the-hague-1882(1).jpg
5,Dunes,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/dunes-1882(1).jpg
6,Dunes with Figures,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
genre painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/dunes-with-figures-1882(1).jpg
7,Dunes with Figures,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/dunes-with-figures-1882-1(1).jpg
8,Edge of a Wood,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/edge-of-a-wood-1882(1).jpg
9,Factory,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
cityscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/factory-1882(1).jpg
10,Girl in the Woods,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/girl-in-the-woods-1882(1).jpg
11,Girl in White in the Woods,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/girl-in-white-in-the-woods-1882(1).jpg
12,Iron Mill in The Hague,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/iron-mill-in-the-hague-1882.jpg
13,Man Stooping with Stick or Spade,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/man-stooping-with-stick-or-spade-1882.jpg
14,Shores of Scheveningen,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Post-Impressionism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/shores-of-scheveningen-1882.jpg
15,Two Women in the Woods,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/two-women-in-the-woods-1882.jpg
16,View of the Sea at Scheveningen,1882,"Scheveningen / Statenkwartier, Netherlands","
Realism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/view-of-the-sea-at-scheveningen-1882.jpg
17,Women Mending Nets in the Dunes,1882,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/women-mending-nets-in-the-dunes-1882.jpg
18,Cottages,1883,Netherlands,"
Realism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/cottages-1883(1).jpg
19,Farmhouse with Peat Stacks,1883,"Nieuw-amsterdam, Netherlands","
Realism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/farmhouse-with-peat-stacks-1883(1).jpg
20,Farmhouses Among Trees,1883,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/farmhouses-among-trees-1883(1).jpg
21,Farmhouses in Loosduinen near The Hague at Twilight,1883,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/farmhouses-in-loosduinen-near-the-hague-at-twilight-1883(1).jpg
22,Landscape with Dunes,1883,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/landscape-with-dunes-1883.jpg
23,Lying Cow,1883,"Haag / Den Haag / La Haye / The Hague, Netherlands","
Realism
","
animal painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/lying-cow-1883.jpg
24,Peasant Burning Weeds,1883,Netherlands,"
Realism
","
genre painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/peasant-burning-weeds-1883.jpg
25,Two Women in the Moor,1883,"Nieuw-amsterdam, Netherlands","
Realism
","
genre painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/two-women-in-the-moor-1883.jpg
26,Avenue of Poplars at Sunset,1884,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/avenue-of-poplars-at-sunset-1884(1).jpg
27,Avenue of Poplars at Sunset,1884,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/avenue-of-poplars-at-sunset-1884-1(1).jpg
28,Cart with Black Ox,1884,"Nunen / Nuenen, Netherlands","
Realism
","
animal painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/cart-with-black-ox-1884(1).jpg
29,Cart with Red and White Ox,1884,"Nunen / Nuenen, Netherlands","
Realism
","
animal painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/cart-with-red-and-white-ox-1884(1).jpg
30,Head of a Peasant Woman,1884,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-1884(1).jpg
31,Head of a Peasant Woman with White Cap,1884,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1884(1).jpg
32,Head of an Old Peasant Woman with White Cap,1884,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-an-old-peasant-woman-with-white-cap-1884.jpg
33,Head of an Old Peasant Woman with White Cap,1884,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads2.wikiart.org/images/vincent-van-gogh/head-of-an-old-peasant-woman-with-white-cap-1884-1.jpg
34,Landscape with Pollard Willows,1884,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/landscape-with-pollard-willows-1884.jpg
35,New-Born Calf Lying on Straw,1884,"Nunen / Nuenen, Netherlands","
Realism
","
animal painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/new-born-calf-lying-on-straw.jpg
36,Peasants planting potatoes,1884,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/peasants-planting-potatoes-1884.jpg
37,Ploughman with Woman Planting Potatoes,1884,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/ploughman-with-woman-planting-potatoes-1884.jpg
38,Shepherd with a Flock of Sheep,1884,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/shepherd-with-a-flock-of-sheep-1884.jpg
39,Still Life of Paintbrushes in a Flowerpot,1884,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-of-paintbrushes-in-a-flowerpot-1884.jpg
40,Still Life with Clogs and Pots,1884,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads5.wikiart.org/images/vincent-van-gogh/still-life-with-clogs-and-pots-1884.jpg
41,"Still Life with Coffee Mill, Pipe Case and Jug",1884,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads2.wikiart.org/images/vincent-van-gogh/still-life-with-coffee-mill-pipe-case-and-jug-1884.jpg
42,Still Life with Five Bottles,1884,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/still-life-with-five-bottles-1884.jpg
43,"Still Life with Four Stone Bottles, Flask and White Cup",1884,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads2.wikiart.org/images/vincent-van-gogh/still-life-with-four-stone-bottles-flask-and-white-cup-1884.jpg
44,Still Life with Two Sacks and a Bottle,1884,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads4.wikiart.org/images/vincent-van-gogh/still-life-with-two-sacks-and-a-bottle-1884.jpg
45,The Old Tower,1884,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads6.wikiart.org/images/vincent-van-gogh/the-old-tower-1884.jpg
46,The Old Tower in the Fields,1884,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/the-old-tower-in-the-fields-1884.jpg
47,Two Rats,1884,"Nunen / Nuenen, Netherlands","
Realism
","
animal painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/two-rats-1884.jpg
48,Vase with Honesty,1884,"Nunen / Nuenen, Netherlands","
Realism
","
flower painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/vase-with-honesty-1884.jpg
49,Village at sunset,1884,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/village-at-sunset-1884.jpg
50,Water Wheels of Mill at Gennep,1884,"Nunen / Nuenen, Netherlands","
Realism
","
cityscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/water-wheels-of-mill-at-gennep-1884.jpg
51,Weaver,1884,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/weaver-1884-4.jpg
52,Weaver,1884,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/weaver-1884-5.jpg
53,Weaver near an Open Window,1884,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/weaver-near-an-open-window-1884.jpg
54,"Weaver, seen from the Front",1884,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/weaver-seen-from-the-front-1884.jpg
55,Wood Gatherers In The Snow,1884,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads1.wikiart.org/images/vincent-van-gogh/wood-gatherers-in-the-snow-1884.jpg
56,Landscape with windswept trees,1884,,"
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/landscape-with-windswept-trees-1884.jpg
57,Autumn Landscape,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/autumn-landscape-1885(1).jpg
58,Autumn Landscape at Dusk,1885,Netherlands,"
Realism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/autumn-landscape-at-dusk-1885(1).jpg
59,Autumn Landscape with Four Trees,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/autumn-landscape-with-four-trees-1885(1).jpg
60,Backyards of Old Houses in Antwerp in the Snow,1885,"Antwerp, Belgium","
Realism
","
cityscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/backyards-of-old-houses-in-antwerp-in-the-snow-1885.jpg
61,Basket of Potatoes,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads5.wikiart.org/images/vincent-van-gogh/basket-of-potatoes-1885(1).jpg
62,Basket of Potatoes,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads7.wikiart.org/images/vincent-van-gogh/basket-of-potatoes-1885-1(1).jpg
63,Baskets of Potatoes,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads6.wikiart.org/images/vincent-van-gogh/baskets-of-potatoes-1885(1).jpg
64,Beer Tankards,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads0.wikiart.org/images/vincent-van-gogh/beer-tankards-1885(1).jpg
65,Bobbin Winder,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads0.wikiart.org/images/vincent-van-gogh/bobbin-winder-1885(1).jpg
66,Cottage and Woman with Goat,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/cottage-and-woman-with-goat-1885(1).jpg
67,Cottage with Decrepit Barn and Stooping Woman,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/cottage-with-decrepit-barn-and-stooping-woman-1885(1).jpg
68,Cottage with Peasant Coming Home,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/cottage-with-peasant-coming-home-1885(1).jpg
69,Cottage with Peasant Woman Digging,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/cottage-with-peasant-woman-digging-1885(1).jpg
70,Cottage with Trees,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/cottage-with-trees-1885(1).jpg
71,Cottage with Trees,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/cottage-with-trees-1885-1(1).jpg
72,Cottage with Trees and Peasant Woman,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/cottage-with-trees-and-peasant-woman-1885(1).jpg
73,Cottage with Woman Digging,1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads4.wikiart.org/images/vincent-van-gogh/cottage-with-woman-digging-1885(1).jpg
74,Country Churchyard and Old Church Tower,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/country-churchyard-and-old-church-tower-1885(1).jpg
75,Country Lane with Two Figures,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads7.wikiart.org/images/vincent-van-gogh/country-lane-with-two-figures-1885(1).jpg
76,Four Peasants at a Meal (Study for 'The Potato Eaters'),1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads2.wikiart.org/images/vincent-van-gogh/four-peasants-at-a-meal-study-for-the-potato-eaters-1885(1).jpg
77,Head of a Brabant Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-brabant-peasant-woman-with-dark-cap-1885(1).jpg
78,Head of a Peasant,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads4.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-1885(1).jpg
79,Head of a Peasant (Study for the Potato Eaters),1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-study-for-the-potato-eaters-1885(1).jpg
80,Head of a Peasant with a Pipe,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-with-a-pipe-1885(1).jpg
81,Head of a Peasant Woman in a Green Shawl,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-in-a-green-shawl-1885(1).jpg
82,Head of a Peasant Woman with Brownish Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-brownish-cap-1885(1).jpg
83,Head of a Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885(1).jpg
84,Head of a Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-1(1).jpg
85,Head of a Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-2(1).jpg
86,Head of a Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-3(1).jpg
87,Head of a Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-4(1).jpg
88,Head of a Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-5(1).jpg
89,Head of a Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-6(1).jpg
90,Head of a Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-dark-cap-1885-7(1).jpg
91,Head of a Peasant Woman with Greenish Lace Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-greenish-lace-cap-1885(1).jpg
92,Head of a Peasant Woman with White Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885(1).jpg
93,Head of a Peasant Woman with White Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-1(1).jpg
94,Head of a Peasant Woman with White Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-2(1).jpg
95,Head of a Peasant Woman with White Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-3(1).jpg
96,Head of a Peasant Woman with White Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-4(1).jpg
97,Head of a Peasant Woman with White Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-5(1).jpg
98,Head of a Peasant Woman with White Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-peasant-woman-with-white-cap-1885-6.jpg
99,Head of a Woman with her Hair Loose,1885,"Antwerp, Belgium","
Realism
","
portrait
",https://uploads4.wikiart.org/images/vincent-van-gogh/head-of-a-woman-with-her-hair-loose-1885(1).jpg
100,Head of a Young Peasant in a Peaked Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-young-peasant-in-a-peaked-cap-1885.jpg
101,Head of a Young Peasant Woman with Dark Cap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/head-of-a-young-peasant-woman-with-dark-cap-1885.jpg
102,Head of an Old Woman with White Cap The Midwife,1885,"Antwerp, Belgium","
Realism
","
portrait
",https://uploads7.wikiart.org/images/vincent-van-gogh/head-of-an-old-woman-with-white-cap-the-midwife-1885(2).jpg
103,Landscape at Dusk,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/landscape-at-dusk-1885.jpg
104,Landscape at Sunset,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/landscape-at-sunset-1885.jpg
105,Landscape with a Church and Houses,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads0.wikiart.org/images/vincent-van-gogh/landscape-with-a-church-and-houses-1885.jpg
106,Lane with poplars near Nuenen,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads4.wikiart.org/images/vincent-van-gogh/lane-with-poplars-near-nuenen-1885.jpg
107,Peasant and Peasant Woman Planting Potatoes,1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads0.wikiart.org/images/vincent-van-gogh/peasant-and-peasant-woman-planting-potatoes-1885.jpg
108,Peasant Digging,1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads8.wikiart.org/images/vincent-van-gogh/peasant-digging-1885.jpg
109,Peasant Man and Woman Planting Potatoes,1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/peasant-man-and-woman-planting-potatoes-1885-1.jpg
110,Peasant Woman by the Hearth,1885,Netherlands,"
Realism
","
genre painting
",https://uploads6.wikiart.org/images/vincent-van-gogh/peasant-woman-by-the-hearth.jpg
111,Peasant Woman Digging,1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads7.wikiart.org/images/vincent-van-gogh/peasant-woman-digging-1885-2.jpg
112,Peasant Woman Peeling Potatoes,1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads5.wikiart.org/images/vincent-van-gogh/peasant-woman-peeling-potatoes-1885.jpg
113,Peasant Woman with a Child in Her Lap,1885,"Nunen / Nuenen, Netherlands","
Realism
","
genre painting
",https://uploads3.wikiart.org/images/vincent-van-gogh/peasant-woman-with-a-child-in-her-lap-1885.jpg
114,"Peasant Woman, Portrait of Gordina de Groot",1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/peasant-woman-portrait-of-gordina-de-groot-1885.jpg
115,"Peasant Woman, Portrait of Gordina de Groot",1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads1.wikiart.org/images/vincent-van-gogh/peasant-woman-portrait-of-gordina-de-groot-1885-1.jpg
116,"Peasant Woman, Seated",1885,"Nunen / Nuenen, Netherlands","
Realism
","
portrait
",https://uploads4.wikiart.org/images/vincent-van-gogh/peasant-woman-seated-1885.jpg
117,Portrait of a Woman with a Red Ribbon,1885,"Nunen / Nuenen, Netherlands","
Post-Impressionism
","
portrait
",https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-a-woman-with-a-red-ribbon-1885.jpg
118,Portrait of an Old Man with Beard,1885,"Antwerp, Belgium","
Realism
","
portrait
",https://uploads8.wikiart.org/images/vincent-van-gogh/portrait-of-an-old-man-with-beard-1885.jpg
119,Portrait of Woman in Blue,1885,"Antwerp, Belgium","
Realism
","
portrait
",https://uploads0.wikiart.org/images/vincent-van-gogh/portrait-of-woman-in-blue-1885.jpg
120,Quayside with Ships in Antwerp,1885,Netherlands,"
Realism
","
landscape
",https://uploads5.wikiart.org/images/vincent-van-gogh/quayside-with-ships-in-antwerp-1885.jpg
121,Sheaves of Wheat in a Field,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/sheaves-of-wheat-in-a-field-1885.jpg
122,Skull with Burning Cigarette,1885,"Nunen / Nuenen, Netherlands","
Realism
","
vanitas
",https://uploads3.wikiart.org/images/vincent-van-gogh/skull-with-burning-cigarette-1885.jpg
123,Still life with a basket of apples,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-a-basket-of-apples-1885.jpg
124,Still life with a basket of apples and two pumpkins,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-a-basket-of-apples-and-two-pumpkins-1885.jpg
125,Still life with a basket of vegetables,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads3.wikiart.org/images/vincent-van-gogh/still-life-with-a-basket-of-vegetables-1885.jpg
126,Still life with an Earthern bowl and pears,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-an-earthern-bowl-and-pears-1885.jpg
127,Still life with an Earthern bowl and potatoes,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-with-an-earthern-bowl-and-potatoes-1885.jpg
128,Still Life with Basket of Apples,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-basket-of-apples-1885.jpg
129,Still Life with Bible,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-with-bible.jpg
130,"Still Life with Earthenware, Bottle and Clogs",1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-with-earthenware-bottle-and-clogs-1885.jpg
131,Still Life with Three Birds Nests,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads8.wikiart.org/images/vincent-van-gogh/still-life-with-three-birds-nests-1885.jpg
132,Still Life with Two Jars and Two Pumpkins,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-two-jars-and-two-pumpkins-1885.jpg
133,Still Life with Vegetables and Fruit,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads2.wikiart.org/images/vincent-van-gogh/still-life-with-vegetables-and-fruit-1885.jpg
134,Still Life with Yellow Hat,1885,"Nunen / Nuenen, Netherlands","
Realism
","
still life
",https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-with-yellow-hat-1885.jpg
135,The cottage,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads2.wikiart.org/images/vincent-van-gogh/straw-hats-at-dusk-1885.jpg
136,The Old Cemetery Tower at Nuenen in the Snow,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads1.wikiart.org/images/vincent-van-gogh/the-old-cemetery-tower-at-nuenen-in-the-snow-1885.jpg
137,The Old Station at Eindhoven,1885,"Nunen / Nuenen, Netherlands","
Realism
","
cityscape
",https://uploads3.wikiart.org/images/vincent-van-gogh/the-old-station-at-eindhoven-1885.jpg
138,The Parsonage Garden at Nuenen in the Snow,1885,"Nunen / Nuenen, Netherlands","
Realism
","
landscape
",https://uploads8.wikiart.org/images/vincent-van-gogh/the-parsonage-garden-at-nuenen-in-the-snow-1885.jpg
